date,time,Epar
11/1/23,12:45:42,0.02938
11/1/23,12:45:42,0.024202
11/1/23,12:45:42,0.01542
11/1/23,12:45:42,0.010017
11/1/23,12:45:42,0
11/1/23,12:45:42,0
11/1/23,12:45:42,0
11/1/23,12:45:42,0
11/1/23,12:45:42,0
11/1/23,12:45:42,0
11/1/23,12:45:42,0
11/1/23,12:45:42,0
11/1/23,12:45:42,0.019698
11/1/23,12:45:42,0.031857
11/1/23,12:45:42,0
11/1/23,12:45:42,0
11/1/23,12:45:42,0
11/1/23,12:45:42,0.016546
11/1/23,12:45:42,0
11/1/23,12:45:42,0
11/1/23,12:45:42,0.0055135
11/1/23,12:45:42,0.0028117
11/1/23,12:45:42,0
11/1/23,12:45:42,0
11/1/23,12:45:42,0.030281
11/1/23,12:45:42,0
11/1/23,12:45:42,0
11/1/23,12:45:42,0
11/1/23,12:45:42,0
11/1/23,12:45:42,0
11/1/23,12:45:42,0.013844
11/1/23,12:45:42,0.030956
11/1/23,12:45:42,0.023301
11/1/23,12:45:42,0.0070896
11/1/23,12:45:42,0.027804
11/1/23,12:45:42,0.012944
11/1/23,12:45:42,0.029155
11/1/23,12:45:42,0
11/1/23,12:45:42,0.021049
11/1/23,12:45:42,0
11/1/23,12:45:42,0.025102
11/1/23,12:45:42,0.033883
11/1/23,12:45:42,0.018798
11/1/23,12:45:42,0
11/1/23,12:45:42,0
11/1/23,12:45:42,0.025778
11/1/23,12:45:42,0.0016859
11/1/23,12:45:42,0.031857
11/1/23,12:45:42,0
11/1/23,12:45:42,0.031632
11/1/23,12:45:42,0
11/1/23,12:45:42,0.030056
11/1/23,12:45:42,0.0016859
11/1/23,12:45:42,0.015195
11/1/23,12:45:42,0
11/1/23,12:45:42,0.0075399
11/1/23,12:45:42,0
11/1/23,12:45:42,0.021274
11/1/23,12:45:42,0
11/1/23,12:45:42,0.028705
11/1/23,12:45:42,0.012719
11/1/23,12:45:42,0.017672
11/1/23,12:45:42,0.013844
11/1/23,12:45:42,0.0064142
11/1/23,12:45:42,0.011593
11/1/23,12:45:42,0.016997
11/1/23,12:45:42,0
11/1/23,12:45:42,0.013394
11/1/23,12:45:42,0
11/1/23,12:45:42,0.024652
11/1/23,12:45:42,0.021049
11/1/23,12:45:42,0
11/1/23,12:45:42,0
11/1/23,12:45:42,0
11/1/23,12:45:42,0.0041626
11/1/23,12:45:42,0
11/1/23,12:45:42,0.030281
11/1/23,12:45:42,0.030506
11/1/23,12:45:42,0
11/1/23,12:45:42,0.020374
11/1/23,12:45:42,0.024877
11/1/23,12:45:42,0
11/1/23,12:45:42,0
11/1/23,12:45:42,0.012493
11/1/23,12:45:42,0.026903
11/1/23,12:45:42,0
11/1/23,12:45:42,0.00078524
11/1/23,12:45:42,0
11/1/23,12:45:42,0.015195
11/1/23,12:45:42,0.030056
11/1/23,12:45:42,0
11/1/23,12:45:42,0
11/1/23,12:45:42,0
11/1/23,12:45:42,0
11/1/23,12:45:42,0
11/1/23,12:45:42,0.020824
11/1/23,12:45:42,0.023751
11/1/23,12:45:42,0.026453
11/1/23,12:45:42,0.020824
11/1/23,12:45:42,0.024877
11/1/23,12:45:42,0
11/1/23,12:45:42,0
11/1/23,12:45:42,0
11/1/23,12:45:42,0
11/1/23,12:45:42,0.024877
11/1/23,12:45:42,0.023751
11/1/23,12:45:42,0
11/1/23,12:45:42,0
11/1/23,12:45:42,0.021049
11/1/23,12:45:42,0
11/1/23,12:45:42,0
11/1/23,12:45:42,0.018122
11/1/23,12:45:42,0
11/1/23,12:45:42,0.012719
11/1/23,12:45:42,0.0086657
11/1/23,12:45:42,0
11/1/23,12:45:42,0.0086657
11/1/23,12:45:42,0.026003
11/1/23,12:45:42,0
11/1/23,12:45:42,0
11/1/23,12:45:42,0.021725
11/1/23,12:45:42,0
11/1/23,12:45:42,0
11/1/23,12:45:42,0.010917
11/1/23,12:45:42,0.017897
11/1/23,12:45:42,0.030281
11/1/23,12:45:42,0.020824
11/1/23,12:45:42,0
11/1/23,12:45:42,0
11/1/23,12:45:42,0.009116
11/1/23,12:45:42,0.026453
11/1/23,12:45:42,0.016096
11/1/23,12:45:42,0
11/1/23,12:45:42,0
11/1/23,12:45:42,0
11/1/23,12:45:42,0.029155
11/1/23,12:45:42,0
11/1/23,12:45:42,0.00056009
11/1/23,12:45:42,0
11/1/23,12:45:42,0
11/1/23,12:45:42,0.0050632
11/1/23,12:45:42,0
11/1/23,12:45:42,0.028254
11/1/23,12:45:42,0
11/1/23,12:45:42,0.0068645
11/1/23,12:45:42,0.020599
11/1/23,12:45:42,0
11/1/23,12:45:42,0.0073148
11/1/23,12:45:42,0.022175
11/1/23,12:45:42,0
11/1/23,12:45:42,0.025778
11/1/23,12:45:42,0.027579
11/1/23,12:45:42,0.0079902
11/1/23,12:45:42,0.0041626
11/1/23,12:45:42,0
11/1/23,12:45:42,0
11/1/23,12:45:42,0.025327
11/1/23,12:45:42,0.025327
11/1/23,12:45:42,0
11/1/23,12:45:42,0
11/1/23,12:45:42,0
11/1/23,12:45:42,0
11/1/23,12:45:42,0.012493
11/1/23,12:45:42,0.00033493
11/1/23,12:45:42,0.0088909
11/1/23,12:45:42,0
11/1/23,12:45:42,0.012493
11/1/23,12:45:42,0.014295
11/1/23,12:45:42,0.022625
11/1/23,12:45:42,0
11/1/23,12:45:42,0.019023
11/1/23,12:45:42,0.0028117
11/1/23,12:45:42,0.024877
11/1/23,12:45:42,0
11/1/23,12:45:42,0
11/1/23,12:45:42,0.00056009
11/1/23,12:45:42,0
11/1/23,12:45:42,0
11/1/23,12:45:42,0.016096
11/1/23,12:45:42,0
11/1/23,12:45:42,0
11/1/23,12:45:42,0.013394
11/1/23,12:45:42,0
11/1/23,12:45:42,0.020599
11/1/23,12:45:42,0
11/1/23,12:45:42,0.0224
11/1/23,12:45:42,0.018798
11/1/23,12:45:42,0.022851
11/1/23,12:45:42,0
11/1/23,12:45:42,0.017447
11/1/23,12:45:42,0.016546
11/1/23,12:45:42,0.0052884
11/1/23,12:45:42,0
11/1/23,12:45:42,0.010242
11/1/23,12:45:42,0
11/1/23,12:45:42,0
11/1/23,12:45:42,0.012719
11/1/23,12:45:42,0
11/1/23,12:45:42,0
11/1/23,12:45:42,0
11/1/23,12:45:42,0.02195
11/1/23,12:45:42,0
11/1/23,12:45:42,0
11/1/23,12:45:42,0.017222
11/1/23,12:45:42,0.020374
11/1/23,12:45:42,0.0097915
11/1/23,12:45:42,0.017447
11/1/23,12:45:42,0.0082154
11/1/23,12:45:42,0.0037123
11/1/23,12:45:42,0.012268
11/1/23,12:45:42,0
11/1/23,12:45:42,0
11/1/23,12:45:42,0.0023613
11/1/23,12:45:42,0
11/1/23,12:45:42,0.012268
11/1/23,12:45:42,0
11/1/23,12:45:42,0.011818
11/1/23,12:45:42,0
11/1/23,12:45:42,0.0048381
11/1/23,12:45:42,0.0048381
11/1/23,12:45:42,0.015646
11/1/23,12:45:42,0.021274
11/1/23,12:45:42,0.010242
11/1/23,12:45:42,0
11/1/23,12:45:42,0.010692
11/1/23,12:45:42,0
11/1/23,12:45:42,0.018573
11/1/23,12:45:42,0
11/1/23,12:45:42,0.012493
11/1/23,12:45:42,0.0023613
11/1/23,12:45:42,0
11/1/23,12:45:42,0
11/1/23,12:45:42,0.017222
11/1/23,12:45:42,0
11/1/23,12:45:42,0.0010104
11/1/23,12:45:42,0.0030368
11/1/23,12:45:42,0.016096
11/1/23,12:45:42,0.011368
11/1/23,12:45:42,0.017897
11/1/23,12:45:42,0.012493
11/1/23,12:45:42,0
11/1/23,12:45:42,0
11/1/23,12:45:42,0.022175
11/1/23,12:45:42,0
11/1/23,12:45:42,0.010692
11/1/23,12:45:42,0
11/1/23,12:45:42,0
11/1/23,12:45:42,0.020824
11/1/23,12:45:42,0
11/1/23,12:45:42,0
11/1/23,12:45:42,0.0025865
11/1/23,12:45:42,0.016321
11/1/23,12:45:42,0.0086657
11/1/23,12:45:42,0.019698
11/1/23,12:45:42,0
11/1/23,12:45:42,0.0066393
11/1/23,12:45:42,0
11/1/23,12:45:42,0.016997
11/1/23,12:45:42,0.0034871
11/1/23,12:45:42,0.0012356
11/1/23,12:45:42,0
11/1/23,12:45:42,0.020824
11/1/23,12:45:42,0
11/1/23,12:45:42,0.016096
11/1/23,12:45:42,0.01542
11/1/23,12:45:42,0.02195
11/1/23,12:45:42,0.018798
11/1/23,12:45:42,0.0095663
11/1/23,12:45:42,0.0016859
11/1/23,12:45:42,0.0034871
11/1/23,12:45:42,0.0046129
11/1/23,12:45:42,0.0010104
11/1/23,12:45:42,0
11/1/23,12:45:42,0
11/1/23,12:45:42,0.010242
11/1/23,12:45:42,0
11/1/23,12:45:42,0.0041626
11/1/23,12:45:42,0.0055135
11/1/23,12:45:42,0
11/1/23,12:45:42,0.012944
11/1/23,12:45:42,0.009116
11/1/23,12:45:42,0.012944
11/1/23,12:45:42,0.0057387
11/1/23,12:45:42,0.0039374
11/1/23,12:45:42,0
11/1/23,12:45:42,0
11/1/23,12:45:42,0.014295
11/1/23,12:45:42,0.019248
11/1/23,12:45:42,0.01542
11/1/23,12:45:42,0
11/1/23,12:45:42,0.013619
11/1/23,12:45:42,0
11/1/23,12:45:42,0
11/1/23,12:45:42,0.019473
11/1/23,12:45:42,0.01452
11/1/23,12:45:42,0
11/1/23,12:45:42,0.0043877
11/1/23,12:45:42,0.003262
11/1/23,12:45:42,0.014295
11/1/23,12:45:42,0
11/1/23,12:45:42,0.015195
11/1/23,12:45:42,0
11/1/23,12:45:42,0.0088909
11/1/23,12:45:42,0.013169
11/1/23,12:45:42,0.0059638
11/1/23,12:45:42,0.0046129
11/1/23,12:45:42,0
11/1/23,12:45:42,0
11/1/23,12:45:42,0
11/1/23,12:45:42,0.013169
11/1/23,12:45:42,0
11/1/23,12:45:42,0.016096
11/1/23,12:45:42,0.0052884
11/1/23,12:45:42,0.019924
11/1/23,12:45:42,0
11/1/23,12:45:42,0.016771
11/1/23,12:45:42,0.010692
11/1/23,12:45:42,0.0012356
11/1/23,12:45:42,0.011818
11/1/23,12:45:42,0
11/1/23,12:45:42,0.016546
11/1/23,12:45:42,0.013169
11/1/23,12:45:42,0.0070896
11/1/23,12:45:42,0.0097915
11/1/23,12:45:42,0.011593
11/1/23,12:45:42,0
11/1/23,12:45:42,0
11/1/23,12:45:42,0.018122
11/1/23,12:45:42,0.016096
11/1/23,12:45:42,0
11/1/23,12:45:42,0.00033493
11/1/23,12:45:42,0
11/1/23,12:45:42,0.0064142
11/1/23,12:45:42,0.011593
11/1/23,12:45:42,0.0030368
11/1/23,12:45:42,0.0052884
11/1/23,12:45:42,0
11/1/23,12:45:42,0
11/1/23,12:45:42,0.012944
11/1/23,12:45:42,0.0046129
11/1/23,12:45:42,0
11/1/23,12:45:42,0.011593
11/1/23,12:45:42,0.013619
11/1/23,12:45:42,0
11/1/23,12:45:42,0.015871
11/1/23,12:45:42,0
11/1/23,12:45:42,0
11/1/23,12:45:42,0
11/1/23,12:45:42,0
11/1/23,12:45:42,0.00078524
11/1/23,12:45:42,0
11/1/23,12:45:42,0.012268
11/1/23,12:45:42,0
11/1/23,12:45:42,0
11/1/23,12:45:42,0.014069
11/1/23,12:45:42,0.013169
11/1/23,12:45:42,0.0046129
11/1/23,12:45:42,0
11/1/23,12:45:42,0
11/1/23,12:45:42,0
11/1/23,12:45:42,0.011818
11/1/23,12:45:42,0.0048381
11/1/23,12:45:42,0.014745
11/1/23,12:45:42,0.0023613
11/1/23,12:45:42,0.014295
11/1/23,12:45:42,0
11/1/23,12:45:42,0.01452
11/1/23,12:45:42,0
11/1/23,12:45:42,0.0046129
11/1/23,12:45:42,0.0014607
11/1/23,12:45:42,0.015195
11/1/23,12:45:42,0
11/1/23,12:45:42,0.015646
11/1/23,12:45:42,0.0025865
11/1/23,12:45:42,0
11/1/23,12:45:42,0.0064142
11/1/23,12:45:42,0
11/1/23,12:45:42,0
11/1/23,12:45:42,0.0014607
11/1/23,12:45:42,0
11/1/23,12:45:42,0
11/1/23,12:45:42,0.016096
11/1/23,12:45:42,0.012944
11/1/23,12:45:42,0.016096
11/1/23,12:45:42,0.010917
11/1/23,12:45:42,0
11/1/23,12:45:42,0
11/1/23,12:45:42,0.0059638
11/1/23,12:45:42,0.0025865
11/1/23,12:45:42,0
11/1/23,12:45:42,0.0039374
11/1/23,12:45:42,0
11/1/23,12:45:42,0.011368
11/1/23,12:45:42,0
11/1/23,12:45:42,0.0095663
11/1/23,12:45:42,0
11/1/23,12:45:42,0.0097915
11/1/23,12:45:42,0
11/1/23,12:45:42,0
11/1/23,12:45:42,0.012493
11/1/23,12:45:42,0
11/1/23,12:45:42,0.0016859
11/1/23,12:45:42,0
11/1/23,12:45:42,0
11/1/23,12:45:42,0
11/1/23,12:45:42,0.013844
11/1/23,12:45:42,0.00078524
11/1/23,12:45:42,0.011818
11/1/23,12:45:42,0.0039374
11/1/23,12:45:42,0.0016859
11/1/23,12:45:42,0
11/1/23,12:45:42,0
11/1/23,12:45:42,0.009116
11/1/23,12:45:42,0.0093412
11/1/23,12:45:42,0.001911
11/1/23,12:45:42,0
11/1/23,12:45:42,0
11/1/23,12:45:42,0
11/1/23,12:45:42,0
11/1/23,12:45:42,0
11/1/23,12:45:42,0.013619
11/1/23,12:45:42,0
11/1/23,12:45:42,0.010692
11/1/23,12:45:42,0
11/1/23,12:45:42,0.012493
11/1/23,12:45:42,0
11/1/23,12:45:42,0.0050632
11/1/23,12:45:42,0
11/1/23,12:45:42,0.0028117
11/1/23,12:45:42,0.010017
11/1/23,12:45:42,0.012719
11/1/23,12:45:42,0.010017
11/1/23,12:45:42,0.0075399
11/1/23,12:45:42,0.0052884
11/1/23,12:45:42,0.0088909
11/1/23,12:45:42,0.014295
11/1/23,12:45:42,0
11/1/23,12:45:42,0.0014607
11/1/23,12:45:42,0
11/1/23,12:45:42,0.0075399
11/1/23,12:45:42,0.0084406
11/1/23,12:45:42,0.0052884
11/1/23,12:45:42,0.01497
11/1/23,12:45:42,0.012268
11/1/23,12:45:42,0
11/1/23,12:45:42,0.013169
11/1/23,12:45:42,0
11/1/23,12:45:42,0
11/1/23,12:45:42,0.0034871
11/1/23,12:45:42,0.010692
11/1/23,12:45:42,0
11/1/23,12:45:42,0.014069
11/1/23,12:45:42,0.010917
11/1/23,12:45:42,0
11/1/23,12:45:42,0.0097915
11/1/23,12:45:42,0
11/1/23,12:45:42,0
11/1/23,12:45:42,0.012944
11/1/23,12:45:42,0
11/1/23,12:45:42,0
11/1/23,12:45:42,0.010917
11/1/23,12:45:42,0.0016859
11/1/23,12:45:42,0.0028117
11/1/23,12:45:42,0.010692
11/1/23,12:45:42,0.0023613
11/1/23,12:45:42,0.013169
11/1/23,12:45:42,0
11/1/23,12:45:42,0.0093412
11/1/23,12:45:42,0.013394
11/1/23,12:45:42,0.0023613
11/1/23,12:45:42,0.0046129
11/1/23,12:45:42,0
11/1/23,12:45:42,0.009116
11/1/23,12:45:42,0
11/1/23,12:45:42,0.015646
11/1/23,12:45:42,0
11/1/23,12:45:42,0.011593
11/1/23,12:45:42,0.012043
11/1/23,12:45:42,0
11/1/23,12:45:42,0.0088909
11/1/23,12:45:42,0
11/1/23,12:45:42,0
11/1/23,12:45:42,0
11/1/23,12:45:42,0
11/1/23,12:45:42,0.0070896
11/1/23,12:45:42,0.010692
11/1/23,12:45:42,0.0097915
11/1/23,12:45:42,0.0034871
11/1/23,12:45:42,0.012268
11/1/23,12:45:42,0.012043
11/1/23,12:45:42,0
11/1/23,12:45:42,0
11/1/23,12:45:42,0
11/1/23,12:45:42,0.010917
11/1/23,12:45:42,0
11/1/23,12:45:42,0.0010104
11/1/23,12:45:42,0.00033493
11/1/23,12:45:42,0
11/1/23,12:45:42,0
11/1/23,12:45:42,0.013169
11/1/23,12:45:42,0.0075399
11/1/23,12:45:42,0.012043
11/1/23,12:45:42,0.0075399
11/1/23,12:45:42,0.0068645
11/1/23,12:45:42,0.013169
11/1/23,12:45:42,0
11/1/23,12:45:42,0
11/1/23,12:45:42,0.012719
11/1/23,12:45:42,0.0059638
11/1/23,12:45:42,0.011818
11/1/23,12:45:42,0
11/1/23,12:45:42,0
11/1/23,12:45:42,0
11/1/23,12:45:42,0.0068645
11/1/23,12:45:42,0.0046129
11/1/23,12:45:42,0.0077651
11/1/23,12:45:42,0.0093412
11/1/23,12:45:42,0
11/1/23,12:45:42,0.011593
11/1/23,12:45:42,0
11/1/23,12:45:42,0.010467
11/1/23,12:45:42,0.0070896
11/1/23,12:45:42,0
11/1/23,12:45:42,0.0073148
11/1/23,12:45:42,0.011142
11/1/23,12:45:42,0
11/1/23,12:45:42,0
11/1/23,12:45:42,0
11/1/23,12:45:42,0
11/1/23,12:45:42,0
11/1/23,12:45:42,0
11/1/23,12:45:42,0.010917
11/1/23,12:45:42,0.010242
11/1/23,12:45:42,0
11/1/23,12:45:42,0.0041626
11/1/23,12:45:42,0.010017
11/1/23,12:45:42,0
11/1/23,12:45:42,0.011818
11/1/23,12:45:42,0.010692
11/1/23,12:45:42,0.011593
11/1/23,12:45:42,0.0059638
11/1/23,12:45:42,0.011142
11/1/23,12:45:42,0
11/1/23,12:45:42,0.0084406
11/1/23,12:45:42,0.0077651
11/1/23,12:45:42,0.0073148
11/1/23,12:45:42,0
11/1/23,12:45:42,0.013394
11/1/23,12:45:42,0
11/1/23,12:45:42,0.0050632
11/1/23,12:45:42,0.003262
11/1/23,12:45:42,0
11/1/23,12:45:42,0.011368
11/1/23,12:45:42,0.0075399
11/1/23,12:45:42,0.013619
11/1/23,12:45:42,0.0095663
11/1/23,12:45:42,0
11/1/23,12:45:42,0.0030368
11/1/23,12:45:42,0.012043
11/1/23,12:45:42,0.00033493
11/1/23,12:45:42,0.011368
11/1/23,12:45:42,0.0097915
11/1/23,12:45:42,0.009116
11/1/23,12:45:42,0
11/1/23,12:45:42,0
