"","Date","rlc_end_time","specimenID","uid","plantID","treatment","temp","rlc_order","rlc_day","run","deltaNPQ","NPQ_Ypoint1","pmax","rETRmax","rETRmaxYpoint1","alpha.1","alpha.2","alpha.3","alpha.4","ek.1","ek.2","ek.3","ek.4"
"143","2023-11-20","12:08:14","Ac16","2023-11-20_Ac16",8,1,24,24,5,1,0.361,"0.424",63.16,62.58,62.58,0.529,0.011,48.072,0,119.3,5.2,22.8,0
"144","2023-11-20","12:14:13","Ac14","2023-11-20_Ac14",7,1,24,24,5,1,0.356,"0.442",87.02,83.58,83.58,0.6,0.015,38.929,0,144.9,8.5,17.1,0
"145","2023-12-12","8:00:58","Ac103","2023-12-12_Ac103",26,0,28,1,9,2,0.34,"0.538",23.2,25.08,25.08,0.57,0.081,7.059,0,40.7,7.8,5.2,0
"146","2023-12-12","8:05:48","Ac101","2023-12-12_Ac101",25,0,28,1,9,2,0.415,"0.669",31.02,33.12,31.08,0.473,0.031,15.089,0,65.6,7.2,9.2,0
"147","2023-12-12","8:10:37","Ac107","2023-12-12_Ac107",28,0,28,2,9,2,0.299,"0.629",19.02,20.23,20.23,0.492,0.079,6.252,0.001,38.7,8.2,4.7,0
"148","2023-12-12","8:15:18","Ac105","2023-12-12_Ac105",27,0,28,2,9,2,0.288,"0.645",25.9,27.72,27.72,0.401,0.025,15.807,0,64.5,6.7,9.7,0
"149","2023-12-12","8:20:31","Ac104","2023-12-12_Ac104",26,1,28,3,9,2,0.265,"0.418",35.6,35.91,35.91,0.481,0.02,23.474,0,74,5.5,13.6,0
"150","2023-12-12","8:24:53","Ac102","2023-12-12_Ac102",25,1,28,3,9,2,0.211,"0.514",21.97,22.99,22.99,0.471,0.04,11.904,0,46.7,5.6,8.4,0
"151","2023-12-12","8:29:55","Ac108","2023-12-12_Ac108",28,1,28,4,9,2,0.253,"0.346",33.04,32.2,32.2,0.498,0.019,26.878,0,66.3,4.1,16.3,0
"152","2023-12-12","8:35:11","Ac106","2023-12-12_Ac106",27,1,28,4,9,2,0.261,"0.507",23.22,23.66,23.66,0.378,0.018,20.577,0,61.4,4.8,12.9,0
"153","2023-12-12","8:39:36","Ac111","2023-12-12_Ac111",30,0,24,5,9,2,0.361,"0.63",41.96,44.1,44.1,0.517,0.014,35.688,0,81.1,4.1,19.8,0
"154","2023-12-12","8:44:22","Ac109","2023-12-12_Ac109",29,0,24,5,9,2,0.424,"0.631",66.38,64.7,64.7,0.579,0.023,25.154,0,114.7,9.4,12.1,0
"155","2023-12-12","8:49:47","Ac115","2023-12-12_Ac115",32,0,24,6,9,2,0.404,"0.77",33.17,33.18,33.18,0.484,0.06,8.079,0,68.5,14.2,4.8,0
"156","2023-12-12","8:54:12","Ac113","2023-12-12_Ac113",31,0,24,6,9,2,0.425,"0.823",37.25,37.05,37.05,0.564,0.054,10.437,0,66.1,10.4,6.3,0
"157","2023-12-12","8:59:08","Ac112","2023-12-12_Ac112",30,1,24,7,9,2,0.394,"0.652",42.12,43.89,43.89,0.553,0.031,17.608,0,76.2,7.6,10,0
"158","2023-12-12","9:05:35","Ac110","2023-12-12_Ac110",29,1,24,7,9,2,0.235,"0.321",51.9,52.5,52.5,0.522,0.016,32.408,0,99.4,6,16.6,0
"159","2023-12-12","9:10:01","Ac116","2023-12-12_Ac116",32,1,24,8,9,2,0.264,"0.372",40.85,40,39.62,0.546,0.02,27.57,0,74.9,4.7,15.8,0
"160","2023-12-12","9:15:32","Ac114","2023-12-12_Ac114",31,1,24,8,9,2,0.415,"0.644",42.79,42.84,42.84,0.629,0.037,16.918,0,68,6.7,10.1,0
"161","2023-12-12","9:19:58","Ac119","2023-12-12_Ac119",34,0,28,9,9,2,0.383,"0.53",50.28,52.5,52.5,0.628,0.031,19.947,0,80.1,7.2,11.1,0
"162","2023-12-12","9:25:05","Ac117","2023-12-12_Ac117",33,0,28,9,9,2,0.493,"0.811",40.13,39.9,39.9,0.564,0.045,12.443,0,71.1,9.7,7.3,0
"163","2023-12-12","9:31:19","Ac123","2023-12-12_Ac123",36,0,28,10,9,2,0.521,"0.733",34.99,34.2,34.2,0.63,0.063,10.077,0,55.5,8.4,6.6,0
"164","2023-12-12","9:36:38","Ac121","2023-12-12_Ac121",35,0,28,10,9,2,0.481,"0.859",28.43,27.93,27.93,0.581,0.077,7.521,0,48.9,9.5,5.2,0
"165","2023-12-12","9:41:17","Ac120","2023-12-12_Ac120",34,1,28,11,9,2,0.292,"0.43",40.29,43.68,43.68,0.477,0.017,27.759,0,84.4,5.6,15.2,0
"166","2023-12-12","9:47:04","Ac118","2023-12-12_Ac118",33,1,28,11,9,2,0.366,"0.609",30.98,31.92,31.92,0.558,0.041,13.717,0,55.5,6.2,9,0
"167","2023-12-12","9:51:34","Ac124","2023-12-12_Ac124",36,1,28,12,9,2,0.366,"0.565",46.54,45.03,45.03,0.628,0.023,27.841,0,74.1,4.6,16.1,0
"168","2023-12-12","9:56:02","Ac122","2023-12-12_Ac122",35,1,28,12,9,2,0.366,"0.533",34.56,35.91,35.91,0.588,0.041,14.224,0,58.8,6.5,9.1,0
"169","2023-12-12","9:59:45","Ac127","2023-12-12_Ac127",38,0,24,13,9,2,0.231,"0.164",36.71,34.2,34.2,0.383,0.039,9.787,0,96,18.9,5.1,0
"170","2023-12-12","10:08:08","Ac125","2023-12-12_Ac125",37,0,24,13,9,2,0.409,"0.502",58.6,57.54,57.54,0.557,0.018,30.922,0,105.1,6.8,15.4,0
"171","2023-12-12","10:12:52","Ac131","2023-12-12_Ac131",40,0,24,14,9,2,0.428,"0.654",51.95,50.16,50.16,0.58,0.031,18.815,0,89.5,8.9,10,0
"172","2023-12-12","10:17:47","Ac129","2023-12-12_Ac129",39,0,24,14,9,2,0.36,"0.545",49.39,48.74,48.74,0.52,0.028,18.816,0,95,9.7,9.8,0
"173","2023-12-12","10:22:55","Ac128","2023-12-12_Ac128",38,1,24,15,9,2,0.488,"0.652",50.62,49.59,49.59,0.582,0.033,17.516,0,87,9.2,9.5,0
"174","2023-12-12","10:27:22","Ac126","2023-12-12_Ac126",37,1,24,15,9,2,0.273,"0.325",65.16,63.84,63.84,0.525,0.015,34.943,0,124.2,7.6,16.3,0
"175","2023-12-12","10:31:50","Ac132","2023-12-12_Ac132",40,1,24,16,9,2,0.421,"0.573",43.01,42.75,42.75,0.601,0.043,13.895,0,71.5,8.8,8.1,0
"176","2023-12-12","10:36:24","Ac130","2023-12-12_Ac130",39,1,24,16,9,2,0.481,"0.698",39.5,39.33,39.33,0.597,0.029,20.394,0,66.1,5.4,12.4,0
"177","2023-12-12","10:41:39","Ac135","2023-12-12_Ac135",42,0,28,17,9,2,0.373,"0.535",54.06,54.15,54.15,0.614,0.044,13.911,0,88,11.8,7.5,0
"178","2023-12-12","10:46:50","Ac133","2023-12-12_Ac133",41,0,28,17,9,2,0.477,"0.671",41.49,41.23,41.23,0.605,0.064,9.509,0,68.5,12.1,5.7,0
"179","2023-12-12","10:51:38","Ac139","2023-12-12_Ac139",44,0,28,18,9,2,0.515,"0.653",48.18,47.6,47.6,0.628,0.034,18.464,0,76.7,7.3,10.5,0
"180","2023-12-12","10:57:08","Ac137","2023-12-12_Ac137",43,0,28,18,9,2,0.452,"0.592",40.74,40.18,40.18,0.518,0.043,12.164,0,78.6,11.5,6.9,0
"181","2023-12-12","11:02:58","Ac136","2023-12-12_Ac136",42,1,28,19,9,2,0.312,"0.468",37.14,36.2,36.2,0.511,0.035,14.566,0,72.7,8.6,8.5,0
"182","2023-12-12","11:08:11","Ac134","2023-12-12_Ac134",41,1,28,19,9,2,0.326,"0.504",38.19,39.48,39.48,0.504,0.032,15.736,0,75.8,8.4,9,0
"183","2023-12-12","11:13:13","Ac140","2023-12-12_Ac140",44,1,28,20,9,2,0.376,"0.589",27.8,28.69,28.69,0.637,0.083,7.633,0,43.7,7.9,5.5,0
"184","2023-12-12","11:18:51","Ac138","2023-12-12_Ac138",43,1,28,20,9,2,0.314,"0.46",43.28,46.62,46.62,0.607,0.025,23.858,0,71.3,5.1,14,0
"185","2023-12-12","11:23:39","Ac143","2023-12-12_Ac143",46,0,24,21,9,2,0.537,"0.626",69.46,68.4,68.4,0.711,0.068,10.415,0,97.7,18.2,5.4,0
"186","2023-12-12","11:29:15","Ac141","2023-12-12_Ac141",45,0,24,21,9,2,0.358,"0.542",54.94,54.44,54.44,0.616,0.035,17.506,0,89.1,9.5,9.4,0
"187","2023-12-12","11:34:29","Ac147","2023-12-12_Ac147",48,0,24,22,9,2,0.646,"0.901",48.71,47.12,47.12,0.684,0.052,13.231,0,71.2,9.2,7.8,0
"188","2023-12-12","11:38:55","Ac145","2023-12-12_Ac145",47,0,24,22,9,2,0.377,"0.456",76.72,74.76,74.76,0.603,0.019,32.305,0,127.3,8.5,15,0
"189","2023-12-12","11:44:34","Ac144","2023-12-12_Ac144",46,1,24,23,9,2,0.298,"0.403",45.15,43.26,43.26,0.534,0.038,13.895,0,84.6,11.1,7.6,0
"190","2023-12-12","11:49:48","Ac142","2023-12-12_Ac142",45,1,24,23,9,2,0.402,"0.573",40.67,40.74,40.74,0.527,0.044,12.095,0,77.2,11.2,6.9,0
"191","2023-12-12","11:54:27","Ac148","2023-12-12_Ac148",48,1,24,24,9,2,0.388,"0.46",49.09,49.02,49.02,0.593,0.023,26.339,0,82.8,5.7,14.5,0
"192","2023-12-12","11:59:12","Ac146","2023-12-12_Ac146",47,1,24,24,9,2,0.305,"0.399",62.93,63.42,63.42,0.582,0.014,41.068,0,108,5.3,20.3,0
"193","2023-11-24","8:13:15","Ac03","2023-11-24_Ac03",2,0,28,1,9,1,0.336,"0.494",33.9,35.7,35.7,0.43,0.016,26.734,0,78.8,5.2,15,0
"194","2023-11-24","8:19:11","Ac01","2023-11-24_Ac01",1,0,28,1,9,1,0.423,"0.704",32.97,32.34,32.34,0.516,0.031,16.791,0,63.8,6.2,10.3,0
"195","2023-11-24","8:25:42","Ac07","2023-11-24_Ac07",4,0,28,2,9,1,0.259,"0.405",34.84,35.91,35.91,0.447,0.023,19.648,0,78,7,11.1,0
"196","2023-11-24","8:32:11","Ac05","2023-11-24_Ac05",3,0,28,2,9,1,0.359,"0.594",33.97,34.02,34.02,0.413,0.014,28.772,0,82.3,5.2,15.9,0
"197","2023-11-24","8:40:31","Ac04","2023-11-24_Ac04",2,1,28,3,9,1,0.286,"0.39",48.32,49.2,48.72,0.423,0.007,58.553,0,114.3,4,28.3,0
"198","2023-11-24","8:47:10","Ac02","2023-11-24_Ac02",1,1,28,3,9,1,0.302,"0.45",50.13,51.24,51.24,0.479,0.01,47.062,0,104.6,4.4,23.6,0
"199","2023-11-24","8:52:15","Ac08","2023-11-24_Ac08",4,1,28,4,9,1,0.226,"0.305",35.64,35.91,35.91,0.396,0.01,38.504,0,90,4.4,20.5,0
"200","2023-11-24","8:58:12","Ac06","2023-11-24_Ac06",3,1,28,4,9,1,0.293,"0.511",29.5,29.4,29.4,0.396,0.018,21.863,0,74.5,5.9,12.6,0
"201","2023-11-24","9:02:49","Ac11","2023-11-24_Ac11",6,0,24,5,9,1,0.418,"0.685",55.8,52.44,52.44,0.55,0.031,17.733,0,101.5,11.3,9,0
"202","2023-11-24","9:07:44","Ac09","2023-11-24_Ac09",5,0,24,5,9,1,0.323,"0.354",42.23,42.64,41.89,0.44,0.014,30.368,0,96,6.1,15.7,0
"203","2023-11-24","9:12:13","Ac15","2023-11-24_Ac15",8,0,24,6,9,1,0.272,"0.279",31.84,31.35,31.35,0.364,0.017,21.032,0,87.4,7.7,11.3,0
"204","2023-11-24","9:23:04","Ac13","2023-11-24_Ac13",7,0,24,6,9,1,0.414,"0.771",42,42.46,42.46,0.522,0.03,17.205,0,80.5,8.4,9.6,0
"205","2023-11-24","9:27:35","Ac12","2023-11-24_Ac12",6,1,24,7,9,1,0.389,"0.533",52.79,53.34,53.34,0.525,0.019,27.15,0,100.6,7.3,13.8,0
"206","2023-11-24","9:33:45","Ac10","2023-11-24_Ac10",5,1,24,7,9,1,0.278,"0.371",50.12,47.88,47.88,0.49,0.019,25.52,0,102.2,7.9,12.9,0
"207","2023-11-24","9:38:54","Ac16","2023-11-24_Ac16",8,1,24,8,9,1,0.31,"0.401",52,50.45,50.45,0.532,0.015,35.689,0,97.8,5.3,18.4,0
"208","2023-11-24","9:44:26","Ac14","2023-11-24_Ac14",7,1,24,8,9,1,0.297,"0.408",45.11,46.2,46.2,0.458,0.013,35.843,0,98.5,5.4,18.4,0
"209","2023-11-24","9:49:13","Ac19","2023-11-24_Ac19",10,0,28,9,9,1,0.448,"0.728",28.44,28.79,28.79,0.507,0.035,14.458,0,56.1,6,9.4,0
"210","2023-11-24","9:55:08","Ac17","2023-11-24_Ac17",9,0,28,9,9,1,0.441,"0.579",46.43,47.04,47.04,0.526,0.017,30.681,0,88.2,5.4,16.5,0
"211","2023-11-24","9:59:21","Ac23","2023-11-24_Ac23",12,0,28,10,9,1,0.168,"0.21",9.95,13.02,13.02,0.55,0.349,1.577,0.176,18.1,12.2,1.5,0.2
"212","2023-11-24","10:08:11","Ac21","2023-11-24_Ac21",11,0,28,10,9,1,0.565,"0.887",52.77,50.82,50.82,0.566,0.039,14.508,0,93.3,12.3,7.6,0
"213","2023-11-24","10:14:05","Ac20","2023-11-24_Ac20",10,1,28,11,9,1,0.298,"0.476",41.07,41.16,41.16,0.468,0.015,31.127,0,87.7,5.2,16.7,0
"214","2023-11-24","10:20:36","Ac18","2023-11-24_Ac18",9,1,28,11,9,1,0.309,"0.429",46.61,45.92,45.78,0.436,0.011,41.542,0,106.8,5.2,20.6,0
"215","2023-11-24","10:25:39","Ac24","2023-11-24_Ac24",12,1,28,12,9,1,0.399,"0.612",30.91,31.07,31.07,0.572,0.044,12.946,0,54,6.3,8.5,0
"216","2023-11-24","10:34:05","Ac22","2023-11-24_Ac22",11,1,28,12,9,1,0.276,"0.387",45.86,45.6,45.6,0.464,0.018,25.918,0,98.7,7.4,13.3,0
"217","2023-11-24","10:38:38","Ac27","2023-11-24_Ac27",14,0,24,13,9,1,0.545,"0.782",52.03,50.4,50.4,0.648,0.039,16.468,0,80.3,8.7,9.2,0
"218","2023-11-24","10:43:48","Ac25","2023-11-24_Ac25",13,0,24,13,9,1,0.374,"0.594",56.28,56.28,56.28,0.539,0.017,32.061,0,104.4,6.5,16.1,0
"219","2023-11-24","10:49:05","Ac31","2023-11-24_Ac31",16,0,24,14,9,1,0.247,"0.235",35.98,45.1,37.38,0.387,0.022,17.943,0,92.9,9.9,9.4,0
"220","2023-11-24","10:54:13","Ac29","2023-11-24_Ac29",15,0,24,14,9,1,0.325,"0.377",53.22,56.58,52.92,0.596,0.023,25.686,0,89.2,6.5,13.7,0
"221","2023-11-24","10:59:26","Ac28","2023-11-24_Ac28",14,1,24,15,9,1,0.372,"0.507",53.35,52.92,52.92,0.578,0.022,25.774,0,92.3,6.8,13.6,0
"222","2023-11-24","11:07:09","Ac26","2023-11-24_Ac26",13,1,24,15,9,1,0.403,"0.555",53.31,53.76,53.76,0.529,0.017,30.523,0,100.7,6.5,15.5,0
"223","2023-11-24","11:13:25","Ac32","2023-11-24_Ac32",16,1,24,16,9,1,0.339,"0.396",52.84,51.87,51.87,0.541,0.018,29.606,0,97.6,6.4,15.2,0
"224","2023-11-24","11:19:13","Ac30","2023-11-24_Ac30",15,1,24,16,9,1,0.342,"0.422",53.39,52.16,52.16,0.566,0.022,25.751,0,94.3,7,13.4,0
"225","2023-11-24","11:24:20","Ac35","2023-11-24_Ac35",18,0,28,17,9,1,0.388,"0.508",65.83,64.68,64.68,0.579,0.029,19.85,0,113.7,11.8,9.6,0
"226","2023-11-24","11:29:15","Ac33","2023-11-24_Ac33",17,0,28,17,9,1,0.527,"0.682",57.15,56.15,56.15,0.668,0.049,13.725,0,85.6,11.5,7.5,0
"227","2023-11-24","11:34:03","Ac39","2023-11-24_Ac39",20,0,28,18,9,1,0.365,"0.402",42.07,46.62,46.62,0.494,0.027,18.529,0,85.2,8.4,10.1,0
"228","2023-11-24","11:39:46","Ac37","2023-11-24_Ac37",19,0,28,18,9,1,0.615,"0.923",60.76,58.8,58.8,0.615,0.044,13.974,0,98.8,13.8,7.2,0
"229","2023-11-24","11:45:15","Ac36","2023-11-24_Ac36",18,1,28,19,9,1,0.333,"0.423",52.66,52.5,52.5,0.516,0.015,35.155,0,102,5.7,17.8,0
"230","2023-11-24","11:50:28","Ac34","2023-11-24_Ac34",17,1,28,19,9,1,0.288,"0.409",39.94,39.33,39.33,0.499,0.02,24.425,0,80,5.9,13.7,0
"231","2023-11-24","11:55:43","Ac40","2023-11-24_Ac40",20,1,28,20,9,1,0.361,"0.5",41.97,42.18,42.18,0.621,0.027,22.853,0,67.6,4.9,13.7,0
"232","2023-11-24","12:01:28","Ac38","2023-11-24_Ac38",19,1,28,20,9,1,0.509,"0.701",37.7,39.05,39.05,0.553,0.022,24.666,0,68.1,4.6,14.8,0
"233","2023-11-24","12:06:27","Ac43","2023-11-24_Ac43",22,0,24,21,9,1,0.613,"0.807",74.21,69.54,69.54,0.677,0.039,17.398,0,109.6,12.8,8.5,0
"234","2023-11-24","12:11:04","Ac41","2023-11-24_Ac41",21,0,24,21,9,1,0.518,"0.722",46.67,46.2,46.2,0.597,0.033,17.875,0,78.2,7.8,10.1,0
"235","2023-11-24","12:16:56","Ac47","2023-11-24_Ac47",24,0,24,22,9,1,0.643,"0.865",59.76,58.99,58.99,0.631,0.046,13.691,0,94.7,13.3,7.1,0
"236","2023-11-24","12:22:34","Ac45","2023-11-24_Ac45",23,0,24,22,9,1,0.593,"0.793",50.46,50.73,50.73,0.732,0.056,12.979,0,68.9,8.9,7.7,0
"237","2023-11-24","12:28:17","Ac44","2023-11-24_Ac44",22,1,24,23,9,1,0.371,"0.486",53.63,52.5,52.5,0.555,0.018,31.163,0,96.5,6,16.1,0
"238","2023-11-24","12:33:06","Ac42","2023-11-24_Ac42",21,1,24,23,9,1,0.35,"0.406",70.48,70.98,70.98,0.602,0.011,55.487,0,117.2,4.4,26.5,0
"239","2023-11-24","12:39:10","Ac48","2023-11-24_Ac48",24,1,24,24,9,1,0.374,"0.493",39.21,38.76,38.76,0.508,0.029,17.335,0,77.2,7.9,9.8,0
"240","2023-11-24","12:44:49","Ac46","2023-11-24_Ac46",23,1,24,24,9,1,0.459,"0.58",49.46,49.88,49.88,0.592,0.029,20.077,0,83.5,7.6,11,0
"241","2023-12-08","8:07:06","Ac119","2023-12-08_Ac119",34,0,28,1,5,2,0.21,"0.339",41.74,42.42,42.42,0.466,0.014,33.451,0,89.5,5,17.8,0
"242","2023-12-08","8:11:41","Ac117","2023-12-08_Ac117",33,0,28,1,5,2,0.348,"0.759",20.5,22.68,22.68,0.506,0.038,13.461,0,40.5,4.1,10,0
"243","2023-12-08","8:16:36","Ac123","2023-12-08_Ac123",36,0,28,2,5,2,0.173,"0.286",37.07,36.2,36.2,0.382,0.013,28.534,0,96.9,6.6,14.7,0
"244","2023-12-08","8:21:00","Ac121","2023-12-08_Ac121",35,0,28,2,5,2,0.431,"0.534",36.6,37.38,37.38,0.382,0.022,17.554,0,95.7,10.5,9.1,0
"245","2023-12-08","8:25:37","Ac120","2023-12-08_Ac120",34,1,28,3,5,2,0.248,"0.409",49.55,53.3,49.56,0.493,0.011,45.303,0,100.6,4.4,23,0
"246","2023-12-08","8:31:10","Ac118","2023-12-08_Ac118",33,1,28,3,5,2,0.113,"0.321",27.75,27.64,27.64,0.477,0.028,16.94,0,58.2,5.4,10.8,0
"247","2023-12-08","8:35:41","Ac124","2023-12-08_Ac124",36,1,28,4,5,2,0.279,"0.525",29.45,30.21,30.21,0.504,0.032,15.889,0,58.5,5.8,10.1,0
"248","2023-12-08","8:40:13","Ac122","2023-12-08_Ac122",35,1,28,4,5,2,0.279,"0.414",25.46,25.93,25.93,0.418,0.038,11.017,0,61,8.8,6.9,0
"249","2023-12-08","8:45:10","Ac127","2023-12-08_Ac127",38,0,24,5,5,2,0.353,"0.426",57.96,54.6,54.6,0.442,0.009,50.467,0,131.1,5.7,23.1,0
"250","2023-12-08","8:49:56","Ac125","2023-12-08_Ac125",37,0,24,5,5,2,0.358,"0.575",42.37,41.89,41.89,0.492,0.021,23.698,0,86.1,6.7,12.8,0
"251","2023-12-08","8:56:10","Ac131","2023-12-08_Ac131",40,0,24,6,5,2,0.369,"0.657",40.34,39.05,39.05,0.478,0.034,14.092,0,84.4,11,7.7,0
"252","2023-12-08","9:00:38","Ac129","2023-12-08_Ac129",39,0,24,6,5,2,0.361,"0.637",45.66,45.03,45.03,0.505,0.016,32.565,0,90.4,5.2,17.3,0
"253","2023-12-08","9:06:06","Ac128","2023-12-08_Ac128",38,1,24,7,5,2,0.31,"0.467",39.6,39.9,39.9,0.462,0.025,18.27,0,85.8,8.7,9.9,0
"254","2023-12-08","9:10:29","Ac126","2023-12-08_Ac126",37,1,24,7,5,2,0.174,"0.296",40.8,40.47,40.47,0.471,0.03,15.581,0,86.6,10.3,8.4,0
"255","2023-12-08","9:15:10","Ac132","2023-12-08_Ac132",40,1,24,8,5,2,0.511,"0.665",52.39,52.48,52.16,0.546,0.015,35.76,0,95.9,5.2,18.5,0
"256","2023-12-08","9:20:29","Ac130","2023-12-08_Ac130",39,1,24,8,5,2,0.321,"0.465",69.28,65.94,65.94,0.524,0.026,20.134,0,132.2,14.4,9.2,0
"257","2023-12-08","9:25:13","Ac135","2023-12-08_Ac135",42,0,28,9,5,2,0.273,"0.42",50.98,51.24,51.24,0.591,0.016,37.614,0,86.2,4.2,20.4,0
"258","2023-12-08","9:29:41","Ac133","2023-12-08_Ac133",41,0,28,9,5,2,0.245,"0.369",59.68,60.48,60.48,0.532,0.019,27.995,0,112.1,8.2,13.6,0
"259","2023-12-08","9:34:43","Ac139","2023-12-08_Ac139",44,0,28,10,5,2,0.368,"0.449",33.98,35.62,35.62,0.469,0.027,17.453,0,72.4,7.1,10.2,0
"260","2023-12-08","9:40:05","Ac137","2023-12-08_Ac137",43,0,28,10,5,2,0.414,"0.624",39.35,39.06,39.06,0.538,0.021,26.013,0,73.1,4.8,15.1,0
"261","2023-12-08","9:45:03","Ac136","2023-12-08_Ac136",42,1,28,11,5,2,0.204,"0.469",36.38,38.64,38.64,0.474,0.023,20.59,0,76.7,6.5,11.7,0
"262","2023-12-08","9:49:32","Ac134","2023-12-08_Ac134",41,1,28,11,5,2,0.286,"0.45",45.55,44.46,44.46,0.485,0.022,21.825,0,93.8,8.2,11.4,0
"263","2023-12-08","9:55:01","Ac140","2023-12-08_Ac140",44,1,28,12,5,2,0.385,"0.531",29.16,30.78,30.78,0.464,0.013,35.59,0,62.8,2.9,22,0
"264","2023-12-08","9:59:49","Ac138","2023-12-08_Ac138",43,1,28,12,5,2,0.373,"0.561",38.73,40.74,40.74,0.535,0.029,18.135,0,72.4,6.8,10.6,0
"265","2023-12-08","10:05:42","Ac143","2023-12-08_Ac143",46,0,24,13,5,2,0.295,"0.361",66.96,64.26,64.26,0.562,0.022,25.598,0,119.2,9.8,12.2,0
"266","2023-12-08","10:10:17","Ac141","2023-12-08_Ac141",45,0,24,13,5,2,0.405,"0.588",47.55,47.46,47.46,0.48,0.022,21.435,0,99,9,11,0
"267","2023-12-08","10:14:58","Ac147","2023-12-08_Ac147",48,0,24,14,5,2,0.416,"0.606",51.03,49.59,49.59,0.579,0.026,22.072,0,88.1,7.4,11.9,0
"268","2023-12-08","10:20:12","Ac145","2023-12-08_Ac145",47,0,24,14,5,2,0.352,"0.452",63.6,60.99,60.99,0.59,0.027,21.601,0,107.8,10.1,10.7,0
"269","2023-12-08","10:25:33","Ac144","2023-12-08_Ac144",46,1,24,15,5,2,0.384,"0.438",67.48,68.46,68.46,0.571,0.011,50.304,0,118.1,4.9,24,0
"270","2023-12-08","10:30:55","Ac142","2023-12-08_Ac142",45,1,24,15,5,2,0.269,"0.342",37.05,36.2,36.2,0.392,0.026,15.089,0,94.6,12,7.9,0
"271","2023-12-08","10:35:42","Ac148","2023-12-08_Ac148",48,1,24,16,5,2,0.398,"0.587",50.63,49.59,49.59,0.651,0.03,21.789,0,77.7,6.3,12.3,0
"272","2023-12-08","10:41:14","Ac146","2023-12-08_Ac146",47,1,24,16,5,2,0.311,"0.389",63.66,63.84,63.84,0.58,0.01,59.207,0,109.7,3.8,29.1,0
"273","2023-12-08","10:45:39","Ac103","2023-12-08_Ac103",26,0,28,17,5,2,0.501,"0.674",39.18,38.48,38.48,0.609,0.023,26.725,0,64.3,3.9,16.4,0
"274","2023-12-08","10:50:40","Ac101","2023-12-08_Ac101",25,0,28,17,5,2,0.412,"0.617",35.67,35.34,35.34,0.608,0.031,19.924,0,58.7,4.6,12.7,0
"275","2023-12-08","10:55:54","Ac107","2023-12-08_Ac107",28,0,28,18,5,2,0.417,"0.701",43.16,46.74,41.16,0.423,0.014,29.451,0,101.9,6.8,14.9,0
"276","2023-12-08","11:00:43","Ac105","2023-12-08_Ac105",27,0,28,18,5,2,0.523,"0.817",41.39,41.61,41.61,0.629,0.031,20.025,0,65.8,5.4,12.2,0
"277","2023-12-08","11:05:35","Ac104","2023-12-08_Ac104",26,1,28,19,5,2,0.371,"0.564",44.64,43.89,43.89,0.516,0.014,36.948,0,86.6,4.3,20,0
"278","2023-12-08","11:10:25","Ac102","2023-12-08_Ac102",25,1,28,19,5,2,0.414,"0.734",29.71,30.78,30.78,0.637,0.062,10.331,0,46.6,6.4,7.3,0
"279","2023-12-08","11:15:23","Ac108","2023-12-08_Ac108",28,1,28,20,5,2,0.51,"0.784",39.25,39.52,39.52,0.717,0.053,13.43,0,54.8,6.2,8.8,0
"280","2023-12-08","11:19:46","Ac106","2023-12-08_Ac106",27,1,28,20,5,2,0.437,"0.683",45.8,48.72,48.72,0.592,0.034,17.419,0,77.4,7.8,9.9,0
"281","2023-12-08","11:24:18","Ac111","2023-12-08_Ac111",30,0,24,21,5,2,0.447,"0.62",62.02,61.32,61.32,0.555,0.017,32.588,0,111.7,7,15.9,0
"282","2023-12-08","11:28:52","Ac109","2023-12-08_Ac109",29,0,24,21,5,2,0.458,"0.613",66.5,66.36,66.36,0.576,0.022,25.663,0,115.4,9.3,12.4,0
"283","2023-12-08","11:34:17","Ac115","2023-12-08_Ac115",32,0,24,22,5,2,0.31,"0.392",49.41,47.6,47.6,0.572,0.026,22.005,0,86.3,7.2,11.9,0
"284","2023-12-08","11:39:00","Ac113","2023-12-08_Ac113",31,0,24,22,5,2,0.713,"0.83",32.92,36.54,36.54,0.304,0.018,17.12,0,108.1,12.8,8.5,0
"285","2023-12-08","11:43:25","Ac112","2023-12-08_Ac112",30,1,24,23,5,2,0.588,"0.812",57.6,55.29,55.29,0.694,0.036,19.39,0,83,7.8,10.7,0
"286","2023-12-08","11:48:05","Ac110","2023-12-08_Ac110",29,1,24,23,5,2,0.37,"0.418",65.57,64.68,64.68,0.554,0.021,26.695,0,118.4,9.3,12.7,0
"287","2023-12-08","11:52:37","Ac116","2023-12-08_Ac116",32,1,24,24,5,2,0.569,"0.752",56.07,55.86,55.86,0.561,0.022,25.948,0,100,7.6,13.2,0
"288","2023-12-08","11:57:02","Ac114","2023-12-08_Ac114",31,1,24,24,5,2,0.464,"0.591",51.08,50.4,50.4,0.504,0.027,18.608,0,101.3,10.7,9.4,0
